ANALYST,ESTIMID,COUNT_RECOM,COUNT_TP
GINESKY B,STIFEL,4,1
GINOCCHIO P,LAWRENCE,100,540
GINOCCHIO/CLARK,LAWRENCE,0,3
GIORDANO J,JPMORGAN,12,42
GIORDANO L,CRTCAP,55,100
GIORDANO L,IMPERCAP,54,158
GIORDANO L,STERNE,23,23
GIORDANO/BRET,RAYMOND,1,0
GIOVANNI C,GOLDMAN,58,214
GIROTRA M,SOGENED,5,19
GIVEANS R,JEFFEREG,35,397
GJERTSEN J,PARETO,4,3
GJOEN A,SVENSKA,4,22
GJONNES S,PARETO,5,14
GJUL I,FONDSFIN,3,0
GLADUE J,BRILEY,160,328
GLADUE J,MERION,80,184
GLAESER D,JPMORGAN,2,2
GLAESSGEN A,FRIEDMAN,8,19
GLAESSGEN A,JEFFEREG,5,39
"GLAESSGEN, CF A",FRIEDMAN,1,0
"GLAESSGEN, CF A",JEFFEREG,4,0
GLANCY C,AVONDALE,1,3
GLASER A,CHEVREUX,5,26
GLASER J,FBOSTON,0,68
GLASS J,CANTORFZ,0,1
GLASS J,CRUTTEN,0,0
GLASS J,DAVIDSON,0,1
GLASS J,FRCLAYSC,0,0
GLASS J,MKMPARTN,0,1
GLASS J,MORGAN,121,1046
GLASS J,NEEDHAM,0,0
GLASS J,OPPEN,0,1
GLASS J,RAYMOND,0,0
GLASS J,ROBINSON,0,1
GLASS J,STIFEL,0,1
GLASS J,SUMMCAP,0,1
GLASSPIEGEL R,JANNEY,23,1
GLASSPIEGEL R,LANGEN,23,1
GLAZERMAN G,ROE,15,46
GLEASON S,STEPHENS,64,145
GLEAVE S,MERRILL,16,40
GLEESON D,MERRILL,3,15
GLEIM D,STIFEL,3,0
GLEN M,GOEPEL,5,16
GLEN M,MACQUARI,3,12
GLEN M,RAYMOND,1,5
GLENN B,DAVIDSON,27,129
GLENNIE C,STIFEL,2,0
GLEZER A,BRADESCO,12,8
GLICK D,BUCK,104,537
GLICK M,FBOSTON,0,1
GLICK M,JOHNRICE,29,0
GLICK M,JPMORGAN,76,586
GLICK M,LADENBUR,0,1
GLICKMAN S,CFRANOWM,134,417
GLICKMAN S,POORSTAN,64,83
GLODE L,LANGEN,1,0
GLOYN J,JEFFEREG,0,1
GLOYN J,LEVESQUE,1,17
GLUKHOV A,BREAN,43,110
GLUSHAKOV D,VTBCAP,1,0
GLYNN C,FAHN,103,725
GLYNN C,OPPEN,0,2
GLYNN D,CONSUMER,9,105
GLYNN M,FBOSTON,4,3
GNALL S,GOLDMAN,15,164
GOAD H,BEREN,7,13
GOBER D,MORGAN,74,113
GOBERMAN M,JOLSON,4,9
GODA Y,MERRILL,2,0
GODBY C,STEPHENS,1,8
GODDARD J,MERRILL,1,6
GODFREY G,CLKA,32,122
GODYN J,MORGAN,73,109
GOEL A,FGS,35,0
GOEL J,EXANE,8,27
GOEL R,BEESON,1,2
GOELLNER T,SIDOTI,4,9
GOES R,PACMAN,2,12
GOETSCH H,FRIEDMAN,16,39
GOETSCH H,LOOPCAMA,15,43
GOFF P,MRNGSTAR,10,0
GOFF R,EUROPAC,14,0
GOFTON A,CANACCOR,1,0
GOGIA S,MRNGSTAR,45,9
GOGOLEV A,JPMORGAN,53,185
GOH S,BNPFH,2,7
GOH S,CICC,8,43
GOJAK S,CLEVELAN,27,4
GOKHALE S,JANNEY,43,197
GOKHALE S,KEEFE,36,160
GOLA M,STIFEL,1,0
GOLD D,SIDOTI,33,257
GOLD P,MOFFETT,6,49
GOLD R,BRIGANUS,22,30
GOLDBERG B,BEAR,2,1
GOLDBERG B,JPMORGAN,7,8
GOLDBERG B,MERRILL,28,107
GOLDBERG J,FRCLAYSC,112,998
GOLDBERG J,LAWRENCE,36,117
GOLDBERG J,LEHMAN,0,86
GOLDBERG M,DESJARD,20,20
GOLDENBERG E,SCOTT,7,16
GOLDFARB A,CFRANOWM,0,3
GOLDFARB A,MIZUSEC,0,1
GOLDFARB A,PIPER,100,558
GOLDFARB A,SANDLER,144,1109
GOLDIE R,SALMAN,9,1
GOLDIN/RICHARDS/FE,RAYMOND,0,1
GOLDINBERG E,SCOTT,2,0
GOLDING P,MACQUARI,27,274
GOLDMAN C,JEFFEREG,24,76
GOLDMAN J,FBOSTON,0,1
GOLDMAN J,MCLEOD,1,3
GOLDMAN K,BEAR,0,1
GOLDMAN K,DAVIDSON,0,1
GOLDMAN K,JPMORGAN,155,1343
GOLDMAN R,CLKA,69,87
GOLDMAN S,BEAR,0,1
GOLDMAN S,GOLDMAN,7,60
GOLDMAN S,JEFFEREG,13,113
GOLDSTEIN A,JPMORGAN,4,14
GOLDSTEIN J,MORGAN,5,53
GOLDSTEIN M,CANTORFZ,86,184
GOLDSTEIN M,MIZUSEC,32,108
GOLDWASSER R,HCWAIN,0,1
GOLDWASSER R,MORGAN,142,675
GOLLADAY W,CASAVX,0,1
GOLLADAY W,RBCDOMIN,60,481
GOLLAN A,BEREN,5,24
GOLOSSNOY E,TROIKA,1,7
GOLOUBEVA N,ATON,1,0
GOLOUBEVA N,BVBANK,3,0
GOLOUBEVA/KUR,ATON,10,0
GOLOUBEVA/KUR,BVBANK,14,0
GOLRANG E,ABG,1,1
GOLUBEVA N,ATON,0,1
GOLUBEVA N,BVBANK,4,25
GOLUBEVA/KRIPAK,ATON,0,1
GOLUBEVA/KURBATOVA,ATON,0,10
GOLUBEVA/KURBATOVA,BVBANK,0,24
GOMES F,ALTACORP,9,7
GOMES J,CFRANOWM,0,1
GOMES J,FAHN,17,10
GOMES J,NOBE,48,105
GOMES J,WMSMITH,0,35
GOMEZ TAGLE E,CAPELEUR,1,3
GOMEZ-LOPEZ C,CAPELEUR,61,209
GOMEZ-TAGLE E,CAPELEUR,1,0
GOMIDE E,CAPELEUR,1,1
GOMMEL E,STIFEL,9,32
GOMMEL S,COMMERBK,2,0
GOMMEL S,JEFFEREG,1,17
GONCHAROV I,BCSLTD,16,74
GONCHAROV I,FBOSTON,0,8
GONCHAROV I,OTKRITIE,0,1
GONG A,JPMORGAN,8,58
GONG B,JPMORGAN,0,1
GONG B,POINT,0,1
GONG D,KEEFE,1,3
GONG X,CICC,1,0
GONG Y,CITICSEC,10,19
GONSALVES T,CANACCOR,2,7
GONSALVES T,SPROTTSE,1,6
GONZALES J,MERRILL,4,14
GONZALEZ A,FBOSTON,12,26
GONZALEZ A,MERRILL,7,44
GONZALEZ E,MCDONALD,25,132
GONZALEZ E,RBCDOMIN,2,3
GONZALEZ F,PACMAN,1,1
GONZALEZ G,CFRANOWM,0,1
GONZALEZ LAST J,BEREN,5,0
GONZALEZ P,IMTRUST,1,1
GONZALEZ T,MCLEOD,3,6
GOOD A,MRNGSTAR,107,8
GOODALL J,REDBURN,15,17
GOODHIND P,BEAR,4,1
GOODMAN M,FBOSTON,21,64
GOODMAN M,LEERINK,40,231
GOODMAN R,CLALEXHK,4,33
GOODMAN R,CLUSA,5,23
GOODMAN R,CRTCAP,9,28
GOODMAN R,MERRILL,5,23
GOODRIDGE M,MORGAN,1,34
GOODWIN J,JOLSON,4,70
GOODWIN K,GUGGEL,7,13
GOONEWARDENE A,ROBINSON,32,117
GOOSSENS F,FBOSTON,23,23
GOPAL M,KEEFE,12,69
GOPAL M,SOGENED,9,53
GOPARAJU G,BEREN,11,45
GOPINATHAN I,MCLEOD,5,9
GORAN A,RSPLATOU,4,35
GORBATENKO G,JACKSON,1,0
GORDEYEVA J,FURMAN,2,0
GORDEYEVA J,LAWRENCE,7,5
GORDEYEVA J,TROIKA,6,13
GORDON G,EVERCO,154,636
GORDON G,ISIGROUP,142,308
GORDON G,MORGAN,120,168
GORDON I,POORSTAN,39,59
GORDON J,JPMORGAN,26,69
GORDON S,BEREN,45,113
GORENSTEIN S,MERRILL,2,2
GORHAM M,MORGAN,22,234
GORHAM P,MRNGSTAR,78,28
GORMAN J,JEDAVY,2,11
GORMAN M,BTIG,90,138
GORMAN M,FBOSTON,24,35
GORMAN M,JANNEY,28,49
GORSKI D,WOODCZ,2,3
GORTON B,GOLDMAN,14,74
GORYACHIH K,BANKMOS,1,0
GOSALIA M,MORGAN,51,238
GOSALIA M,PIPER,0,1
GOSS J,BARRING,169,785
GOSS J,FBOSTON,0,1
GOSSELIN C,GENUITYC,1,0
GOSWAMI A,ODEON,7,1
GOTLA K,JPMORGAN,2,19
GOTLIEB N,IBI,4,8
GOTSIS J,TPCG,10,6
GOTTLIEB E,CAPELEUR,0,1
GOTTLIEB E,DAVIDSON,42,112
GOTTLIEB E,STEPHENS,0,6
GOULD A,ARNHOLDB,31,89
GOULD A,BREAN,13,12
GOULD A,EVERCO,37,154
GOULD A,LOOPCAMA,71,315
GOULD A,ROSSEC,18,35
GOULD A,SOGOULD,12,16
GOULD C,FRCLAYSC,33,236
GOULD C,SIDOTI,0,1
GOULEKAS P,DOWLING,1,0
GOULEKAS/GARG,DOWLING,8,0
GOULEKAS/ROUR,DOWLING,2,0
GOURVIL R,BEREN,2,10
GOUVEIA F,BRADESCO,10,6
GOVATOS T,CLKA,29,30
GOVERTSEN G,LAWRENCE,3,7
GOVERTSEN G,UNIGAM,5,31
GOVIL V,KEEFE,10,146
GOVIL V,MORGAN,13,80
GOW D,AMERTECH,7,15
GOWD P,LEVESQUE,4,3
GOWD P,WOODGUND,10,26
GOWER N,CLARKY,4,8
GOWING M,RESEARCH,4,8
GOWRISANKARAN P,CANACCOR,1,20
GOYAL A,ALPHAV,7,0
GOYAL A,JEFFEREG,58,122
GOYAL D,MCLEOD,10,20
GRACE T,AVONDALE,5,6
GRACE T,SUSQUEH,32,233
GRADY C,JEFFEREG,1,15
GRAF A,DAHLROSE,36,1580
GRAF A,DAVIDSON,0,1
GRAF A,FRIEDMAN,20,168
GRAF A,MACQUARI,0,1
GRAF A,OLMSTEAD,0,0
GRAF A,VIRGINIA,0,1
GRAF P,USCASEC,3,28
GRAGER D,PETERSCO,10,143
GRAHAM M,CANACCOR,84,607
GRAHAM M,CASAVX,0,1
GRAHAM R,BEAR,0,8
GRAHAM R,BOENNING,8,6
GRAHAM R,BURNS,5,294
GRAHAM R,JEFFEREG,24,410
GRAHAM R,LADENBUR,2,39
GRAHAM S,BEAR,1,0
GRAHAM S,BURNS,22,0
GRAHAM S,GHUNTER,10,15
GRAHAM S,GOLDMAN,14,103
GRAHAM S,JEFFEREG,12,0
GRAHAM S,LADENBUR,19,0
GRAHAM S,LOOPCAMA,16,80
GRAHAM S,MERRILL,2,12
GRAHAM S,ROSSEC,20,129
GRAHAM W,FRIEDMAN,46,134
GRAHAM W,POINT,80,325
GRAHAM/R,CANACCOR,3,0
GRAHAM/RIPPS,CANACCOR,0,23
GRAHAM/TILCHEN,CANACCOR,0,3
GRAINGER M,MORGAN,56,348
GRAJA C,ARGUS,39,2
GRAMBLING S,CFRANOWM,0,1
GRAMBLING S,GOLDMAN,4,1399
GRAMBLING S,MORGAN,25,194
"GRAMBLING, CF S",GOLDMAN,207,0
GRAMPP J,COOPER,2,6
GRAMPP J,EURPACAP,7,13
GRAMPP J,NORTHLAN,70,525
GRANDA F,DAVIDSON,20,92
GRANDCHAMPS S,CAPELEUR,14,31
GRANDET L,FBOSTON,18,75
GRANDET L,GUGGEL,40,297
GRANGER J,BURNS,4,77
GRANKINA V,TROIKA,2,7
GRANT C,DKB,1,3
GRANT J,STANFIN,15,31
GRANT M,GOLDMAN,6,23
GRANT N,KEEFE,4,11
GRASECK B,MORGAN,290,1521
GRASECK B,SANDLER,0,1
GRASHER M,PIPER,85,297
GRASSANO J,BUCK,2,15
GRASSI J,LONGBOW,21,30
GRAUMAN M,BARRING,0,1
GRAUMAN M,GRIFFMCB,0,1
GRAUMAN M,MCLEOD,5,0
GRAUMAN M,SPROTTSE,28,0
GRAUSAM E,GOLDMAN,3,39
GRAVES T,POORSTAN,63,83
GRAY B,FIRSTINV,0,1
GRAY G,CANACCOR,3,3
GRAY G,CAPELEUR,28,213
GRAY G,JPMORGAN,10,0
GRAY M,CLUSA,0,1
GRAY M,GENUITYC,2,0
GRAY R,CFRANOWM,0,1
GRAY R,FIRSTINV,14,9
GRAY R,SPROTTSE,74,60
GRAYBOSCH D,LEERINK,34,165
GRAYFER A,WOODGUND,12,37
GRAYSON D,ROBINSON,0,1
GRECO M,ITAU,2,3
GREEN B,AVONDALE,0,1
GREEN J,MURPHY,12,23
GREEN N,BERN,34,114
GREEN P,MIDEST,6,15
GREEN P,PIPER,36,149
GREEN P,STERNE,77,118
GREEN S,BRILEY,0,1
GREEN S,MERRILL,21,146
GREEN S,RAYMOND,0,1
GREEN S,TDSI,68,147
GREEN W,CASAVX,0,1
GREEN W,STEPHENS,72,375
GREEN/WOLLAM,STERNE,2,7
GREENBERG L,JANNEY,28,96
GREENBERG L,LANGEN,23,2
GREENBERG M,LAWRENCE,21,105
GREENBERGER K,MORGAN,179,887
GREENDALE C,EXANE,0,1
GREENDALE C,FIRSANAL,85,403
GREENDALE C,JPMORGAN,0,1
GREENDALE/SMI,FIRSANAL,1,0
GREENDALE/SMITH,FIRSANAL,0,4
GREENE A,AVONDALE,16,0
GREENE A,JPMORGAN,3,0
GREENE A,RBCDOMIN,14,44
GREENE A,STANFIN,13,15
GREENE G,FAHN,63,339
GREENE G,OPPEN,0,2
GREENE M,THEBENCH,3,13
GREENE R,UNTERBUR,1,1
GREENE W,MORGAN,119,456
GREENFIELD R,BTIG,59,61
GREENFIELD R,PALIRESE,33,43
GREENSPAN D,MACQUARI,1,17
GREENSPAN E,BURNS,0,1
GREENSPAN E,CFRANOWM,0,1
GREENSPAN E,WHEAT,85,803
GREENWALD R,MERRILL,0,14
GREENWALD T,MERRILL,4,0
GREENWALD T,SIGNALHI,14,6
GREER V,MORGAN,14,37
GREFF J,BEAR,3,23
GREFF J,CANTORFZ,0,1
GREFF J,CFRANOWM,0,1
GREFF J,JPMORGAN,166,1539
GREGOREK L,CANACCOR,0,1
GREGORI F,TRIDELTA,0,1
GREGORIO J,SANINVLC,0,1
GREGORY G,EXANE,9,33
GREGORY R,LIBECAP,3,0
GREGOZESKI W,CAPSTONE,9,8
GREGOZESKI W,GARWOOD,26,61
GREGOZESKI W,GREENRD,37,106
GREGOZESKI W,MONTBLNC,9,17
GREINER D,POINT,58,146
GREMMELS D,WEISEL,1,8
GRENFELL E,MERRILL,5,10
GRESH P,JPMORGAN,131,1123
GRESSER T,EXANE,4,63
GRETLER C,FBOSTON,0,6
GREWAL K,MERRILL,12,64
GREY A,EURPACAP,32,83
GRIEB F,NOMURAUS,31,149
GRIFFIN A,MERRILL,19,52
GRIFFIN B,RAYMOND,39,0
GRIFFIN C,LAWRENCE,6,25
GRIFFIN C,MOFFETT,12,40
GRIFFIN C,MORGAN,0,1
GRIFFIN K,LAWRENCE,1,3
GRIFFIN K,MERRILL,3,27
GRIFFIN R,RAYMOND,0,225
GRIFFITH D,CRUTTEN,9,27
GRIFFITHS M,MERRILL,4,9
GRIGEL P,MACQUARI,48,746
GRIMALDI P,FRCLAYSC,1,1
GRINDHEIM S,ARCTIC,7,18
GRINDHEIM S,CAPELEUR,0,1
GRINDLE R,LAWRENCE,4,20
GRINMAN I,JPMORGAN,1,9
GRINNAN T,CAPELEUR,9,24
GRIPPO M,EXANE,3,8
GRISEWOOD S,DAWSON,5,3
GRISEWOOD S,TRIPOINT,1,0
GRISEWOOD S,WMSMITH,0,2
GROBERG J,MACQUARI,44,227
GROBERG J,MERRILL,26,53
GROBLER A,EXANE,6,29
GROH J,DAVIDSON,38,496
GROM C,CRTCAP,15,29
GROM C,HASKETT,224,837
GROM C,JEFFEREG,0,1
GROM C,JPMORGAN,71,221
GROM C,LAWRENCE,40,126
GROM C,STERNE,45,174
GROM P,JPMORGAN,4,69
GROMADIN A,JPMORGAN,2,1
GRONDAHL M,BRILEY,0,1
GRONDAHL M,CFRANOWM,0,1
GRONDAHL M,NORTHLAN,122,580
GRONDAHL M,PIPER,38,288
GRONQVIST J,INDERES,5,0
GROOMS T,STEPHENS,118,966
GROSE G,AMERICAP,7,27
GROSS R,FRCLAYSC,224,1193
GROSS R,LEHMAN,15,120
GROSSBARD A,SIDOTI,2,5
GROSSLIGHT D,BLURTON,0,0
GROSSLIGHT D,LEERINK,5,3
GROSSMAN D,CFRANOWM,0,1
GROSSMAN D,STIFEL,37,557
GROSSMAN D,WEISEL,4,118
GROUP S,BEAR,3,3
GROUP S,JPMORGAN,0,1
GROUP S,WOLFE,204,950
GROWE C,MAINFRST,3,9
GROWE C,STIFEL,82,477
GROZOVSKY I,LOEWEN,1,1
GROZOVSKY I,MLGA,25,34
GROZOVSKY I,NATLSEC,24,63
GRUBER L,POFEK,2,5
GRUBER S,BERN,32,357
GRUBER S,DEACON,0,1
GRUBER S,PIPER,0,4
GRUBER S,WBBSECUR,0,1
GRUBERT D,CRTCAP,18,34
GRUBERT D,SUSQUEH,61,231
GRUNAUER X,NOMURAEU,1,0
GRUNAUER X,NOMURAFH,1,2
GRUNDY K,JEFFEREG,55,959
GRUNDY K,MORGAN,0,3
"GRUNDY, CPA K",JEFFEREG,8,0
GRUNSELIUS J,ABG,2,2
GRZINIC J,JEFFEREG,3,2
GU C,BOCOM,24,0
GU D,JEFFEREG,0,4
GU J,CMCHANT,1,0
GU K,MACQUARI,0,2
GU R,EBRIGHT,2,0
GU R,FBOSTON,0,2
GU R,SHENWAN,4,0
GUAN B,MERRILL,8,7
GUAN C,MERRILL,0,1
GUANAIS L,PACMAN,4,12
GUARDIOLA D,CFRANOWM,0,1
GUARDIOLA D,LARRAIN,9,15
GUARDIOLA D,PACMAN,15,51
GUBINS S,BGCPART,0,1
GUBINS S,MERRILL,131,746
GUBINS S,STIFEL,0,1
GUEKAM A,JBEF,1,0
GUERRA-GARCIA A,HOWARD,6,10
GUERRA-GARCIA A,MCLEOD,25,173
GUEVARA/FERNANDEZ,RAYMOND,0,2
GUFFEY D,STIFEL,32,114
GUGLIELMI A,MERRILL,5,12
GUGLIELMO D,CFRANOWM,0,1
GUGLIELMO D,SCOAST,5,7
GUHA K,JEFFEREG,1,0
GUIDO D,FRCLAYSC,9,15
GUIDO D,LEHMAN,4,10
GUIDO D,RTXSECS,13,1
GUILLEN C,WSTREET,43,96
GUILLOTY J,GOLDMAN,0,3
GUINDY R,ARQAAM,2,3
GUINEE J,STIFEL,308,706
GUJAVARTY B,LAWRENCE,12,74
GUJAVARTY/SEY,LAWRENCE,1,0
GUJAVARTY/SEYMORE,LAWRENCE,0,2
GUJRAL G,MACQUARI,5,20
GULATI P,CAPELEUR,5,14
GULBERG P,PORTALES,13,0
GULLEY M,BGCFINAN,40,61
GULLEY M,BGCPART,12,14
GULLEY M,FULGLO,18,52
GULLEY M,GULLEY,27,139
GULLEY M,TICON,20,30
GULMI M,WHEAT,4,4
GUMPORT M,EXANE,16,62
GUNDERSON T,PIPER,45,266
GUNJA D,TDSI,17,72
GUNTHER M,HASPA,41,0
GUNTHER R,DAVIDSON,64,441
GUNTHER R,KEEFE,2,2
GUNTHER R,MACQUARI,11,41
GUNTHER R,MERRILL,3,11
GUNTHER R,STEPHENS,17,75
GUO E,GABELLCO,1,0
GUO H,CICC,4,5
GUO H,HALLUM,5,17
GUO H,JGCAP,21,43
GUO H,SUMRES,27,45
GUO J,GOLDMAN,2,9
GUO J,JEFFEREG,2,1
GUO J,JPINVEST,1,1
GUO Q,HALLUM,1,0
GUO S,NOMURAUS,1,0
GUPTA A,CAPELEUR,2,1
GUPTA A,CLALEXHK,10,13
GUPTA A,CLUSA,7,21
GUPTA A,GUGGEL,2,11
GUPTA A,IMPERCAP,19,30
GUPTA A,STEPHENS,4,11
GUPTA G,IIIR,3,3
GUPTA H,ACCOUNT,23,33
GUPTA H,JOLSON,0,1
GUPTA H,MCLEOD,1,1
GUPTA K,MCLEOD,23,0
GUPTA M,FBOSTON,35,218
GUPTA M,JPMORGAN,1,0
GUPTA N,SOGENED,1,5
GUPTA P,MORGAN,7,18
GUPTA R,JPMORGAN,53,303
GUPTA S,CAPELEUR,2,8
GUPTA S,IIIR,3,4
GUPTA S,MORGAN,27,64
GUPTE A,BERN,11,143
GUPTE A,LEERINK,48,415
GURDA J,BEAR,3,6
GURDA J,LEERINK,57,127
GURDA J,MCDONALD,53,127
GURIJALA S,SOGENED,0,1
GURKIN A,VIRGINIA,133,243
GUST G,CRUTTEN,4,10
GUST/IRIBARNE,CRUTTEN,0,2
GUTAJ R,MERRILL,14,62
GUTEK C,MORGAN,0,1
GUTERMAN A,LAZARD,7,18
GUTHRIE H,BOENNING,15,26
GUTHRIE H,JANNEY,4,0
GUTMAN R,EVERCO,2,2
GUTMAN R,GUGGEL,18,141
GUTMAN S,CANACCOR,17,28
GUTMAN S,CHARDAN,0,1
GUTMAN S,FBOSTON,2,12
GUTMAN S,GOLDMAN,6,28
GUTMAN S,MORGAN,136,1117
GUTMAN S,ROBINSON,0,1
GUTTMANN B,XPINV,2,3
GUY J,MAINFRST,4,4
GUY J,RBCDOMIN,7,3
GWYNN A,EXANE,10,41
GWYNN A,MERRILL,11,50
GWYNN J,MKEEGAN,3,0
GYURE M,JANNEY,31,160
GYURE M,WNDRLICH,0,1
H,PARETO,1,0
HA D,BTIG,11,9
HA D,LEERINK,5,11
HA D,MERRILL,0,1
HA D,STIFEL,34,111
HA M,BAKER,1,3
HA M,MORGAN,7,25
HA V,LAWRENCE,1,0
HAAGENSEN P,RSPLATOU,9,14
HAAS I,CANACCOR,36,320
HAAS I,IMPERCAP,33,214
HAAS I,WNDRLICH,64,471
HAAS J,FBOSTON,0,1
HAAS J,MERRILL,26,198
HAASE J,BLAIR,1,0
HAAVALDSEN E,PARETO,73,239
HAAVALDSEN/AD,PARETO,15,0
HAAVALDSEN/ADVOCAA,PARETO,0,37
HAAVALDSEN/DA,PARETO,8,0
HAAVALDSEN/DALBY,PARETO,0,22
HAAVALDSEN/FL,PARETO,12,0
HAAVALDSEN/FLINDER,CHRENUSA,0,1
HAAVALDSEN/FLINDER,PARETO,0,43
HAAVALDSEN/KA,PARETO,4,0
HAAVALDSEN/KARVEL,PARETO,0,10
HAAVALDSEN/KL,PARETO,6,0
HAAVALDSEN/KLEMP,PARETO,0,35
HAAVALDSEN/RE,PARETO,1,0
HAAVALDSEN/REPPE,PARETO,0,1
HABER D,RBCDOMIN,0,3
HABERLIN J,VIRGINIA,28,117
HABERMANN J,GOLDMAN,135,799
HABIB O,MCLEOD,33,58
HABIB O,MERRILL,0,1
HACHEM A,ITAU,6,4
HACKEL A,IMPERCAP,4,12
HACKEL E,GOLDMAN,53,315
HACKETT D,CANACCOR,3,1
HADASSIN S,BARREN,3,0
HADASSIN S,FBOSTON,1,0
HADERER R,SANDLER,9,57
HAECKI F,BANKVONT,1,0
HAESSLER P,PARETO,0,2
HAFF C,CRAIG,36,167
HAFF C,SUMMCAP,10,33
HAGAN S,LAWRENCE,2,3
HAGAN S,RBCDOMIN,2,13
HAGEN A,ABG,4,4
HAGEN E,BTIG,39,110
HAGEN E,CFRANOWM,0,1
HAGEN E,KEEFE,11,102
HAGEN E,LAZARD,53,77
HAGEN E,MERRILL,69,173
HAGEN O,FONDSFIN,1,0
HAGEN/HAGEN,ABG,1,0
HAGERMAN T,FBOSTON,27,96
HAGERMAN T,STERNE,46,178
HAGERMAN T,SUSQUEH,0,1
HAGERMAN T,UNTERBUR,62,77
HAGERMAN/GREE,STERNE,5,0
HAGERMAN/GREENE,STERNE,0,24
HAGGE T,GOLDMAN,3,7
HAGMANN M,CAPELEUR,1,4
HAIN J,BARRING,3,7
HAINES E,ERSTEBER,1,2
HAIRE C,CFRANOWM,0,1
HAIRE C,JEFFEREG,70,1377
HAIRE C,MERRILL,3,14
HAIRE G,LAWRENCE,0,1
HAISSL A,BEREN,2,15
HAISSL A,CFRANOWM,0,1
HAISSL A,FBOSTON,0,2
HAISSL A,REDBURN,9,13
HAJDE G,WHEAT,48,375
HAKE M,MERRILL,3,15
HALAOUI W,TDSI,2,0
HALE-SANDERS C,SPROTTSE,8,0
HALE-SANDERS C,WOODGUND,3,7
HALEN M,SIDOTI,23,77
HALEN N,SIDOTI,75,0
HALES S,FRCLAYSC,1,8
HALEY C,WHEAT,37,0
HALEY R,GABELLCO,30,0
HALIM A,CFRANOWM,5,7
HALITSA A,HAUCKA,1,3
HALL A,STEPHENS,0,2
HALL J,WHEAT,45,0
HALL M,STIFEL,14,103
HALL M,WHEAT,27,0
HALL R,GOLDMAN,101,524
HALL R,JPMORGAN,94,482
HALLAREN G,AVIAN,3,1
HALLAREN G,JANCO,26,13
HALLEAD K,BGBSEC,0,1
HALLEAD K,BURNS,0,1
HALLEAD K,RBCDOMIN,178,1202
HALLEAD K,THEBENCH,27,39
HALLGREN R,BANCOINV,1,1
HALLORAN M,CFRANOWM,0,38
HALLORAN M,FAHN,0,1
HALPER S,CANTORFZ,89,399
HALPER S,CFRANOWM,0,4
HALPER S,FRIEDMAN,34,201
HALPER S,LAZARD,23,41
HALPER S,STIFEL,32,79
HALPER S,WEISEL,25,169
HALPERN H,CFRANOWM,0,1
HALPERN H,TAGLICH,80,396
HALPERT N,VIRGINIA,6,8
HALSOR K,BUCK,25,165
HALSOR/KRASIK,SCOTT,1,1
HALSTED R,WHEAT,12,6
HAMANN C,HASPA,4,0
HAMANN S,MCDONALD,78,245
HAMBLIN J,CRAIG,49,258
HAMBLIN J,SUMMCAP,44,147
HAMBLY D,STEPHENS,32,311
HAMBRIGHT L,BERN,16,206
HAMBRIGHT L,CFRANOWM,0,1
HAMBY T,JANCO,22,24
HAMED F,FRCLAYSC,44,248
HAMED F,GOEPEL,8,61
HAMED F,RAYMOND,3,55
HAMILTON A,BIRD,22,44
HAMILTON A,COOPER,22,17
HAMILTON A,FRCLAYSC,0,1
HAMILTON A,JESUPLAM,14,57
HAMILTON B,MORGAN,3,5
HAMILTON C,GRIFFMCB,3,0
HAMILTON C,MIDEST,4,33
HAMILTON J,NUMIS,2,7
HAMILTON M,RBCDAIN,16,160
HAMILTON W,WMJM,32,52
HAMMILL C,KEARNS,12,14
HAMMOND A,SBGSEC,7,0
HAMMOND J,MCDONALD,209,669
HAMMOND J,MERRILL,0,1
HAMMOND P,PIPER,64,409
HAMMOND P,SIMMONS,63,812
HAMMOND/GAMBL,SIMMONS,6,0
HAMMOND/GAMBLE,SIMMONS,0,17
HAN H,BOCOM,5,0
HAN H,NOMURAFH,1,0
HAN H,NOMURAUS,1,0
HAN J,BNPFH,1,0
HAN J,CAPELEUR,2,0
HAN JOON K,LAWRENCE,2,0
HAN LEE A,CMCCS,3,23
HAN Q,CMCCS,8,0
HAN R,VERISEAR,5,0
HAN Y,DAISHER,2,10
HAN Y,MERRILL,3,21
HANANO F,BEREN,8,22
HANCOCK K,HOWARD,29,126
HANDLER B,FBOSTON,35,267
HANDLER B,JEFFEREG,146,857
HANDLER B,MERRILL,0,1
HANDLER B,SIDOTI,0,1
HANDLER B,WHEAT,7,0
HANDLER E,CRUTTEN,17,59
HANDLER E,FRCLAYSC,10,20
HANDLER E,LEHMAN,1,16
HANDLER E,MKMPARTN,69,645
HANDLEY S,JMDUTTON,2,5
HANDSHOE J,CFRANOWM,26,156
HANLEY R,LAURENTI,3,2
HANNAN E,BEAR,1,10
HANNAN E,WEEDEN,32,9
HANNAN L,CANACCOR,0,34
HANNAN S,CANTORFZ,0,1
HANNAN S,NEEDHAM,91,383
"HANNAN, CPA L",CANACCOR,4,0
"HANNAN, CPA, L",CANACCOR,6,0
HANNAR E,MERRILL,1,0
HANNIGAN S,JANNEY,52,131
HANNIGAN S,MCNICOLL,8,13
HANNISDAHL J,AROS,4,4
HANNISDAHL J,CLEAVES,38,71
HANNISDAHL J,FEARNLEY,7,12
HANNISDAHL/ST,AROS,1,0
